Sector,Outcome,Output,Area,Partner,Category,Value
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,UNICEF,Refugee,13226704
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,UNICEF,Stabilization,3306676
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Countrywide,UNHCR,Refugee,3262017.6
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Countrywide,UNRWA,Refugee,3586124.4
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Countrywide,MEHE,Refugee,11920000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Countrywide,UNHCR,Stabilization,815504.4
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Countrywide,UNRWA,Stabilization,909018.6
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Countrywide,MEHE,Stabilization,2980000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,South,UNICEF,Refugee,3674084.8
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,South,UNICEF,Stabilization,918521.2
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Tripoli,UNICEF,Refugee,5143718.4
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Tripoli,UNICEF,Stabilization,1285929.6
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Akkar,UNHCR,Refugee,3720395.2
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Akkar,UNHCR,Stabilization,930098.8
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Beirut,UNHCR,Refugee,10045064
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Beirut,UNHCR,Stabilization,2511266
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,UNHCR,Refugee,13393418.4
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,UNHCR,Stabilization,3348354.6
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,South,UNHCR,Refugee,4464472.8
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,South,UNHCR,Stabilization,1116118.2
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Tripoli,UNHCR,Refugee,5580591.2
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Tripoli,UNHCR,Stabilization,1395147.8
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Akkar,RET,Refugee,24000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Akkar,RET,Stabilization,6000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Beirut,RET,Refugee,84000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Beirut,RET,Stabilization,21000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,ActionAid,Refugee,40000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,Seraphim Global,Refugee,200000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,NRC,Refugee,219200
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,WVI,Refugee,200000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,ActionAid,Stabilization,10000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,Seraphim Global,Stabilization,50000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,NRC,Stabilization,54800
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Bekaa,WVI,Stabilization,50000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Countrywide,ANERA,Refugee,80000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Countrywide,ANERA,Stabilization,20000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Tripoli,Save the Children,Refugee,278320
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Tripoli,RET,Refugee,72000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Tripoli,Save the Children,Stabilization,69580
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Tripoli,RET,Stabilization,18000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Akkar,NRC,Refugee,4800
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Akkar,NRC,Stabilization,1200
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Beirut,WVI,Refugee,200000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Beirut,WVI,Stabilization,50000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Countrywide,WVI,Refugee,40000
"Education (EDU): Pop Target = 377,000",EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,EDU - 1.2. Enrolment support for formal basic education for boys and girls,Countrywide,WVI,Stabilization,10000
