DumpTotal,Sector,Outcome,,Output,Activity,Area,Partner,Value
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Akkar,ACTED,76000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Akkar,IOCC,70000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Akkar,PU-AMI,42000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Beirut,ACTED,38000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Beirut,IOCC,70000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Beirut,PU-AMI,14000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Beirut,WVI,50000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Bekaa,IOCC,70000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Bekaa,NRC,10080
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Bekaa,WVI,50000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Countrywide,MEHE,540000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Countrywide,RET,140000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Countrywide,UNICEF,1117800
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Countrywide,UNRWA,77200
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Countrywide,UNRWA,179982
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,South,IOCC,70000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,South,PU-AMI,28000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,1. School rehabiliation including WASH,Tripoli,IOCC,70000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,2. Provision of prefab and furniture,Akkar,PU-AMI,8400
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,2. Provision of prefab and furniture,Beirut,PU-AMI,2800
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,2. Provision of prefab and furniture,Countrywide,UNRWA,53280
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,2. Provision of prefab and furniture,South,PU-AMI,5600
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,"3. Set up of safe, inclusive, ...learning space",Beirut,HWA,40000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,"3. Set up of safe, inclusive, ...learning space",Beirut,WVI,80000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,"3. Set up of safe, inclusive, ...learning space",Bekaa,NRC,13440
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,"3. Set up of safe, inclusive, ...learning space",Bekaa,Seraphim Global,64000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,"3. Set up of safe, inclusive, ...learning space",Bekaa,WVI,40000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,"3. Set up of safe, inclusive, ...learning space",Countrywide,ANERA,12000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,"3. Set up of safe, inclusive, ...learning space",South,NRC,44800
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.1. School rehabiliation and equipment,"3. Set up of safe, inclusive, ...learning space",Tripoli,NRC,8960
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.2. Enrolment support for formal basic education for boys and girls,1. Covering costs for public school 1st shift,Akkar,UNICEF,4322656.8
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.2. Enrolment support for formal basic education for boys and girls,1. Covering costs for public school 1st shift,Beirut,UNICEF,4322656.8
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.2. Enrolment support for formal basic education for boys and girls,1. Covering costs for public school 1st shift,Bekaa,UNICEF,7780782.4
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.2. Enrolment support for formal basic education for boys and girls,1. Covering costs for public school 1st shift,Countrywide,MEHE,11920000
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.2. Enrolment support for formal basic education for boys and girls,1. Covering costs for public school 1st shift,Countrywide,UNHCR,3262017.6
SUM of Selected,Education (EDU),EDU - 1. Ensuring equitable access to eductional opportunities for boys and girls,,EDU - 1.2. Enrolment support for formal basic education for boys and girls,1. Covering costs for public school 1st shift,Countrywide,UNRWA,3314166.4
